name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude,is_market_coverage
"Bán căn hộ cao cấp Riverpark Premier, Phú Mỹ Hưng. Liên hệ Ms Loan [phone_number]","Bán căn hộ Riverpark Premier - Phú Mỹ Hưng. - Địa chỉ: Nguyễn Đức Cảnh Gần trường Quốc tế, ngân hàng... Vị trí trung tâm Phú Mỹ Hưng. - Diện tích 135m2., Đặc biệt ban công vuông dài - Thiết kế 3 phòng ngủ, 2 toilet. - Nội thất cao cấp mới. - View hướng Nam mát mẻ, nhìn trường Quốc tế SSIS, sông. - Giá 15,7 tỷ, sổ hồng. Liên hệ xem nhà : Loan [phone_number]zalo, viber).",Căn hộ chung cư,Hồ Chí Minh,7,Tân Phong,,Riverpark Premier,16800748945,128.99,7.0,,,,3.0,2.0,Nam,,2025-06-04T15:56:30.418000,10.728489,106.734793,False
"BÍCH HOÀ, ô tô đậu cửa, lô góc thoáng, 4ty còn TL","- diện tích 37 m mà mặt tiền 7m thì biết nó bề thế cỡ nào rồi đấy ạ - 4 tầng xây mới kiên cố,6 ngủ đều có cửa sổ - SÁT QL 21B giá trị tăng từng ngày Sổ vuông đẹp sang tên ngay [phone_number]",Nhà,Hà Nội,Thanh Oai,Bích Hòa,,,5578755633,38.52,4.0,,,,5.0,3.0,,,2025-06-10T06:02:32.534000,21.046256,105.847824,False
Bán nhà 2 mặt tiền phường Tân Phong cách trục chính Nguyễn Ái Quốc 100mét. Gần Công Viên B5,"Bán nhà 2 mặt tiền phường Tân Phong cách trục chính Nguyễn Ái Quốc 100m, gần công viên B5. - Diện tích: 6m x 17m, 102m2. Sổ riêng thổ cư. - Nhà cấp 4 bình dân công năng đầy đủ + góc 2 mặt tiền cực thoáng mát. - Hẻm rộng oto du lịch ra vô thuận tiện. - Khu dân trí cao. - Tiện ích bao quanh. Giá: 4tỷ700tr. Hotline: [phone_number]phone/zalo) Uẩn. * Em nhận môi giới nhà đất khu vực Biên Hòa. * Nguồn nhà/đất bên em nhiều. Khách hàng có nhiều sự lựa chọn.",Nhà,Đồng Nai,Biên Hòa,Tân Phong,Nguyễn Văn Hoài,,5153088675,104.05,4.0,6.0,,,5.0,2.0,,,2025-09-16T11:44:21.044000,10.968987,106.824723,False
Đất Trung tâm Ninh Bình,Coverage row generated from market priors and Hugging Face schema.,Đất,Ninh Bình,Trung tâm,,,,3177503435,120.0,0.0,,,,0.0,0.0,,,,20.248404,105.964074,True
Shophouse Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hòa Bình,Trung tâm,,,,5913258575,172.32,2.0,,,,3.0,3.0,,,,20.785675,105.324513,True
"Dòng tiền 50tr/tháng, nhà 5 tầng, 60m2 9 phòn rộng, mới đẹp sát mặt tiền, chỉ 8.7 tỷ","- CHDV 9 PHÒNG, DÒNG TIỀN 50TR, 60M2, 5 TẦNG, SÁT LÊ HỒNG PHONG Q10, CHỈ 8.7 TỶ, chỉ 10m ra mặt tiền LHP. Nhu cầu thuê luôn full. - Dòng tiền khoảng 50 triệu/tháng từ 9 phòng đang khai thác ổn định. Hiệu suất khai thác dòng tiền cực kỳ tốt. - Nhà 5 tầng kiên cố, phù hợp đầu tư giữ tài sản và khai thác ngay. * Thông tin nhà:) - Kết cấu trệt, 3 lầu, sân thượng. Tổng 9 phòng đang cho thuê. Mua là khai thác luôn. - Hẻm trước nhà khoảng 4m, thông ra nhiều đường lớn, 10m ra mặt tiền Lê Hồng Phong. - Khu vực VIP: Đi bộ 5 phút tới Bệnh viện Nhi Đồng 1, Đại học Kinh tế TP.HCM, Đường 3 Tháng 2, học viện Hành Chính Quốc gia, Vạn Hạnh mall, Nhà hát Hoà Bình. - Phù hợp khách mua đầu tư dòng tiền hoặc giữ tài sản trung tâm. - Sổ hồng riêng, hoàn công đủ. - Giá: Chi 8.7 tỷ.",Nhà,Hồ Chí Minh,10,10,Điện Biên Phủ,,12289299329,63.0,5.0,,,,3.0,3.0,,,2026-03-11T06:08:12.814000,10.791679,106.681815,False
Đất Trung tâm Bạc Liêu,Coverage row generated from market priors and Hugging Face schema.,Đất,Bạc Liêu,Trung tâm,,,,4321093867,193.35,0.0,,,,0.0,0.0,,,,9.292487,105.743719,True
Căn hộ chung cư Trung tâm Hòa Bình,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hòa Bình,Trung tâm,,,,761913003,44.47,1.0,,,,4.0,1.0,,,,20.831569,105.332467,True
"GIÁ ĐÌNH CẦN BÁN GẤP Biệt thự GÓC 2MT Bùi Tá Hán - DT 10x16m, 160m2 - Hầm 3 tầng - Giá 30 tỷ","Giá tốt cần bán gấp! Biệt thự góc 2MT Bùi Tá Hán Hầm 3 tầng, DT 160m², giá chỉ 30 tỷ Gia đình cần bán gấp căn biệt thự góc 2 mặt tiền cực đẹp tại đường Bùi Tá Hán, phường An Phú, TP. Thủ Đức (Q2 cũ). Vị trí hiếm có thuận tiện ở, làm văn phòng hoặc đầu tư khai thác cho thuê. Diện tích: 10 x 16m (160m² vuông vức) Kết cấu: 1 hầm 3 tầng lầu, thiết kế thông thoáng, nhiều ánh sáng Vị trí góc 2 mặt tiền, đường rộng, xe hơi quay đầu dễ dàng Pháp lý rõ ràng, sổ hồng chính chủ, công chứng nhanh Khu vực dân trí cao, xung quanh toàn biệt thự cao cấp, gần Trần Não Xa Lộ Hà Nội Lương Định Của Thảo Điền. Giá bán nhanh: 30 tỷ Giá tốt nhất khu vực cho nhà vị trí góc 2MT, phù hợp ở hoặc đầu tư lâu dài. Liên hệ: [phone_number] Quốc Định để xem nhà thực tế và nhận thông tin chi tiết.",Nhà,Hồ Chí Minh,Thủ Đức,An Phú,Bùi Tá Hán,,28000629134,169.28,3.0,10.0,,,3.0,4.0,,,2025-07-18T05:06:50.213000,10.837618,106.757474,False
Căn hộ chung cư Trung tâm Ninh Thuận,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Ninh Thuận,Trung tâm,,,,968329103,60.76,1.0,,,,2.0,3.0,,,,11.55857,108.963614,True
Đất Trung tâm Vĩnh Phúc,Coverage row generated from market priors and Hugging Face schema.,Đất,Vĩnh Phúc,Trung tâm,,,,5844328273,189.77,0.0,,,,0.0,0.0,,,,21.285012,105.583516,True
Căn hộ chung cư Trung tâm Sóc Trăng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Sóc Trăng,Trung tâm,,,,2062389884,117.58,2.0,,,,6.0,3.0,,,,9.599385,105.962063,True
"Cả thị trường không có căn thứ 2, ốp chính sách khủng","Em Phú [phone_number] xin giới thiệu quý anh chị căn liền kề xẻ khe vị trí đẹp tiềm năng - Vị trí: Vịnh Thiên Đường 7 - Diện tích 90m2 - Mặt tiền 6m - Hướng Đông Nam - Xây dựng 5 tầng bàn giao tiêu chuẩn CĐT - Giá bán: 13.140 tỷ --------- Quà tặng: Miễn phí 10 năm dịch vu Tặng voucher vinmec + Vinpearl du lịch: 305 triệu Vinclub 1% - 1,7% Liên hệ em Phú [phone_number] đi xem nhà",Biệt thự/Nhà liền kề,Hưng Yên,Văn Giang,Nghĩa Trụ,,Vinhomes Ocean Park 2 – The Empire,8796625828,89.38,4.0,6.0,,,4.0,5.0,Đông Nam,Đông Nam,2025-09-13T12:17:29.847000,20.644877,106.057101,False
Nhà Trung tâm Bình Định,Coverage row generated from market priors and Hugging Face schema.,Nhà,Bình Định,Trung tâm,,,,5925073336,168.79,2.0,,,,2.0,3.0,,,,13.779624,109.217429,True
Bán nhà ô tô ngủ trong nhà DT 55 m2,"Nhà mới xây, thang máy, gara ô tô, đường vào nhà 6 m. Khu vip Ngọc Thuỵ, hàng xóm Khai Sơn Hill, trường Qt Việt Pháp. Khu ở của cấp cao quân đội, thông với tất cả các phố lớn như Hồng Tiến, Ngọc Thuỵ, Nguyễn Gia Bổng... Nhà xây chắc chắn, thiết kế hiện đại, hoàn thiện tỷ mỷ, tâm huyết. Nội thất xịn xò gỗ Lim, nhôm xingfa, dây điện Trần Phú, đèn Rạng Đông, sàn gỗ, TBVS nhập khẩu, tủ bếp gỗ nhựa. Sổ đỏ chính chủ sẵn sàng giao dịch - hỗ trợ vay ngân hàng.",Nhà,Hà Nội,Long Biên,Ngọc Thụy,Ngọc Thụy,,10861537323,55.18,5.0,,,,4.0,4.0,,,2025-06-18T14:16:05.018000,21.046985,105.884773,False
Shophouse Trung tâm Quảng Ngãi,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Quảng Ngãi,Trung tâm,,,,4795310557,117.55,5.0,,,,4.0,2.0,,,,15.098533,108.809122,True
Biệt thự/Nhà liền kề Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Hải Phòng,Trung tâm,,,,5170968029,82.89,2.0,,,,4.0,4.0,,,,20.871255,106.69823,True
"2 mặt tiền - đối diện trường gần metro thủ đức bán đất mt hồ bá phấn, phước long a.","2 MẶT TIỀN - ĐỐI DIỆN TRƯỜNG GẦN METRO THỦ ĐỨC Bán đất MT Hồ Bá Phấn, Phước Long A, TP. Thủ Đức Diện tích: 210m² (Ngang 5.9m x Dài 35m) Giá chào: 17.8 Tỷ 2 mặt tiền trước sau Đối diện trường Ngô Thì Nhiệm Cách Ga Metro & Xa Lộ Hà Nội chỉ 300m KDC hiện hữu, đường 12m, tiện xây VP, CHDV, kinh doanh Liên hệ ngay để xem đất & chốt giá tốt!",Đất,Hồ Chí Minh,Thủ Đức,Phước Long A,,,25414337705,202.31,0.0,,,,0.0,0.0,,,2025-10-13T11:11:45.270000,10.832268,106.773119,False
Bán nhà 30m2 giá 2tỷ550tr xây mới thiết kế hiện đại không quy hoạch không lỗi phong thuỷ,"Tọa lạc tại đường Thạch Bích, xã Bích Hòa, huyện Thanh Oai, Hà Nội, căn nhà riêng này mang đến không gian sống lý tưởng cho gia đình. Với diện tích 30 m2 và giá bán chỉ 2,55 tỷ VND, đây là cơ hội tuyệt vời cho những ai đang tìm kiếm một nơi an cư thuận lợi. Điểm đặc sắc của căn nhà bao gồm vị trí thuận tiện, dễ dàng tiếp cận các tiện ích xung quanh, tạo điều kiện sống thoải mái cho cư dân. Nhà được thiết kế hợp lý, phù hợp với nhu cầu sinh hoạt hàng ngày. Đặc biệt, khu vực xung quanh có nhiều dịch vụ tiện ích. Gần trường học, chợ/siêu thị, và có công viên, tạo điều kiện cho cuộc sống hàng ngày thêm phần tiện lợi. Để biết thêm thông tin và nhận tư vấn miễn phí, vui lòng liên hệ trịnh đông qua số điện thoại [phone_number]",Nhà,Hà Nội,Thanh Oai,Bích Hòa,Thạch Bích,,4439641597,28.99,4.0,,,,3.0,3.0,,,2025-08-30T12:39:20.822000,21.039574,105.869138,False
"Bán đất full thổ cư đường An Phú Đông 9, phường An Phú Đông, Quận 12","Chủ gửi bán lô đất full thổ cư đường An Phú Đông 9 Phường An Phú Đông Quận 12, DT 105m² (5*21) giá 5 tỷ. Đất trống tiện xây mới, có sổ hồng riêng, công chứng ngay. Vị trí: Hẻm 5m đường An Phú Đông, Nguyễn Thị Nhuần, Quốc Lộ 1A 500m đường Vườn Lài, An Phú Đông 1, UBND phường An Phú Đông, trường học Phạm Văn Chiêu, đại học Nguyễn Tất Thành, Bệnh viện Hồng Đức, qua quận Gò Vấp 10phut, tiện ích xung quanh đầy đủ không thiếu thứ gì, cam kết thông tin chuẩn, LH [phone_number] Phan Quang Huyên gặp chính chủ.",Đất,Hồ Chí Minh,12,An Phú Đông,An Phú Đông 9,,12251174875,110.03,0.0,5.0,,,0.0,0.0,,,2025-06-19T04:45:07.758000,10.871781,106.63719,False
"Shophouse Wonderland 1 trệt 2 lầu ngay khu vui chơi trung tâm, vị trí đẹp","Wonderland Hồ Tràm - toạ lạc ngay mặt tiền đường ven biển Hồ Tràm. Kế bên cạnh là 02 Resort nổi tiếng - Melia Hồ Tràm & Hyatt Regency Hồ Tràm. Thông tin Căn Shophouse Wonderland cần bán: - Vị trí: Ngay khu vui chơi trung tâm, thuận tiện kinh doanh. - Diện tích đất: 75m² (5x15m). - Diện tích sàn: 152m². - Xây dựng 1 trệt 2 lầu (vừa ở vừa kinh doanh). - Giá bán: 7,5 tỷ (bao thuế phí). (Gía gồm đất + nhà nhưng tính ra chỉ bằng giá căn hộ 2 phòng ngủ ở Hồ Tràm). * Tầm giá này để kiếm 1 căn nhà vị trí ngay mặt biển Hồ Tràm dường như không có sự lựa chọn thứ 2. Anh/chị quan tâm liên hệ: Em Thúy Nga [phone_number] để được hỗ trợ thông tin chi tiết. Giỏ hàng chuyển nhượng với nhiều căn giá tốt.",Shophouse,Bà Rịa - Vũng Tàu,Xuyên Mộc,Bình Châu,,Novaworld Hồ Tràm,7905747020,72.27,2.0,,,,3.0,2.5,,,2025-08-16T09:04:11.387000,10.541631,107.245015,False
Căn hộ chung cư Dĩ An Bình Dương,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Bình Dương,Dĩ An,,,,2778288629,59.0,5.0,,,,4.0,3.0,,,,10.983414,106.647678,True
Đất (5x20m) hẻm xe hơi gần chợ Minh Phát và chợ Tx21,Bán đất hẻm Thạch Nguyên Tx22 - Dt (5x20m) full thổ cư - Gần chợ Minh Phát - Hẻm 10m thông xe hơi - Đông tứ trạch Giá :5 tỷ 280,Đất,Hồ Chí Minh,12,Thạnh Xuân,Thạnh Xuân 22,,12715049599,101.93,0.0,5.0,,,0.0,0.0,Đông Nam,,2026-03-29T08:56:40.927000,10.882055,106.631365,False
"Bán gấp đất nền ngay Vsip 2 mở rộng 5x21 - 108m2 full thổ cư đối diện bệnh viện trường học 1,87 tỷ","Bán gấp trong 2 tuần lô đất 108m2. ngay KCN Vsip 2 mở rộng phường Vĩnh Tân TP Tân Uyên. 5x21 - CN 108m2 đường nhựa dân cư đông. Giá 1,87 tỷ.",Đất,Bình Dương,Tân Uyên,Vĩnh Tân,,,4709986302,106.93,0.0,,,,0.0,0.0,,,2025-12-09T07:24:21.382000,10.984146,106.65169,False
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,1390879977,59.78,3.0,,,,2.0,2.0,,,,21.384602,103.00851,True
Nhà Trung tâm Lai Châu,Coverage row generated from market priors and Hugging Face schema.,Nhà,Lai Châu,Trung tâm,,,,3190896792,188.74,3.0,,,,2.0,1.0,,,,22.383315,103.482636,True
Đất Tây Hồ Hà Nội,Coverage row generated from market priors and Hugging Face schema.,Đất,Hà Nội,Tây Hồ,,,,10894526508,78.27,0.0,,,,0.0,0.0,,,,21.032775,105.859192,True
"Bán nhà riêng tại Bùi Đình Túy, Bình Thạnh, giá tốt 6,35 tỷ, 45m2, pháp lý đầy đủ","Nhà riêng tọa lạc tại Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh. Diện tích 45m2 (ngang 3.95m nở hậu 4m, dài 11.25m, vuông vức) không nội thất, thuận tiện cho việc thiết kế theo sở thích. Tiện ích: - Gần bệnh viện Nhân Dân Gia Định, thuận tiện cho việc chăm sóc sức khỏe. - Công viên khu phố 4, lý tưởng cho các hoạt động ngoài trời. - Nhiều siêu thị như Chiaki và Winmart+, giúp tiết kiệm thời gian mua sắm. - Gần trường mầm non 3 Ngọn Nến và Kindy ...",Nhà,Hồ Chí Minh,Bình Thạnh,,Bùi Đình Túy,,8864285853,42.9,4.0,,,,4.0,3.0,,,2025-12-20T08:54:50.712000,10.822258,106.702689,False
"Chỉ 2tỷ350tr Nhà đường Nguyễn Xí, diện tích 4x12m -2tầng- 4 phòng ngủ 4WC -hẻm thông Phạm Văn Đồng","CHÍNH CHỦ BÁN GẤP NHÀ NGUYỄN XÍ, P13, BÌNH THẠNH 2 TỶ 350 Diện tích: 4x12m (24m2) 1 trệt, 2 lầu, sân thượng. Công năng: 4 phòng ngủ, 4 toilet, phòng khách, bếp, sân để xe rộng rãi. Nhà mới xây, dọn vào ở ngay. Giá 2tỷ350tr Vị trí đắc địa: Trục đường Nguyễn Xí kết nối trực tiếp Phạm Văn Đồng, cầu Bình Triệu, đi Thủ Đức, sân bay Tân Sơn Nhất và trung tâm thành phố cực nhanh. Gần chợ Bà Chiểu, chợ Thanh Đa, BV Nhân Dân Gia Định. Bao quanh là trường học các cấp, khu dân trí cao. Nguyễn Xí là khu vực trọng điểm, vừa gần quận 1, vừa tiện kết nối Thủ Đức, Phú Nhuận, sân bay tiện ích dày đặc, ở hay kinh doanh đều tốt. Pháp lý: Sổ hồng riêng, công chứng sang tên ngay. Liên hệ : [phone_number] để xem nhà.",Nhà,Hồ Chí Minh,Bình Thạnh,13,Nguyễn Xí,,7118504000,48.0,4.0,5.0,,,4.0,4.0,,,2025-09-22T03:04:11.380000,10.790669,106.718864,False
"Cực hiếm, 100m2 đất Lệ Chi, ô tô qua đất, gần nhiều tiện ích, an ninh tốt, giá cực rẻ, đầu tư ổn","Bán 100m2 đất Lệ Chi. + Mặt tiền 5m. + Ô tô qua đất, dừng đỗ ngày đêm chỉ vài bước chân. + Gần trường học các cấp, khu công nghiệp, chợ dân sinh, đường tỉnh lộ. + An ninh tốt. + Giá 2.86 tỷ. + Sổ đỏ cất két, full thổ cư, kô có quy hoạch, không tranh chấp. Liên hệ em Hoan, xem đất miễn phí, hỗ trợ mọi thông tin.",Đất,Hà Nội,Gia Lâm,Lệ Chi,,,10776026513,107.94,0.0,5.0,,,0.0,0.0,Nam,,2025-09-05T03:18:31.822000,21.011741,105.837484,False
Nhà Trung tâm Lào Cai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Lào Cai,Trung tâm,,,,1561399209,55.86,2.0,,,,1.0,1.0,,,,22.490182,103.993021,True
Nhà 3 Hồ Chí Minh,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hồ Chí Minh,3,,,,8470318870,41.9,4.0,,,,3.0,3.0,,,,10.7553,106.687458,True
Nhà Trung tâm Hưng Yên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hưng Yên,Trung tâm,,,,6053638165,124.4,1.0,,,,1.0,4.0,,,,20.620433,106.059697,True
Chính chủ cần bán nhà Bạch Mai 25m x4T 6.2 tỷ [phone_number],"Nhà phố Bạch Mai sổ 25m2 x 4 tầng + 1 nhà 10m2 Giá bán: 6,2tỷ Nhà xây mới, thiết kế 2 căn riêng biệt: 1 căn để ở, nội thất đầy đủ, chỉ việc xách vali vào 1 căn đang cho thuê ổn định 5 triệu/tháng Khu vực trung tâm, cách chợ 10m Sổ đỏ chính chủ, sẵn sàng giao dịch Chủ nhà [phone_number]",Nhà,Hà Nội,Hai Bà Trưng,Bạch Mai,Bạch Mai,,4583329795,25.31,4.0,3.0,,,2.0,4.0,,,2025-12-07T11:50:54.323000,21.016526,105.866271,False
Nhà Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Hải Phòng,Trung tâm,,,,4117892090,62.75,4.0,,,,4.0,2.0,,,,20.830393,106.71081,True
Đất Trung tâm Tiền Giang,Coverage row generated from market priors and Hugging Face schema.,Đất,Tiền Giang,Trung tâm,,,,4503598664,168.13,0.0,,,,0.0,0.0,,,,10.463519,106.356092,True
Căn hộ chung cư Trung tâm Hải Phòng,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Hải Phòng,Trung tâm,,,,2198573371,60.75,3.0,,,,2.0,3.0,,,,20.85359,106.666825,True
"Chỉ với 6.8 tỷ ~ 74tr/m2, sở hữu ngay căn hộ chung cư cao cấp 3N góc, Đông Nam, giá tốt nhất","Căn hộ chung cư cao cấp, 3PN góc, hướng bc Đông Nam, giá tốt nhất The Charm An Hưng. Diện tích: 91.5m2. View nội khu, vườn dạo bộ. 3 phòng ngủ view thoáng đón ánh sáng, đón gió tự nhiên. Giá trả thẳng 6,8 tỷ. Miễn phí dịch vụ 12 tháng, bàn giao full nội thất liền tường cao cấp nhập khẩu Châu Âu. Liên hệ zalo/call em Trang [phone_number] để tham quan thực tế căn hộ.",Căn hộ chung cư,Hà Nội,Hà Đông,,,The Charm An Hưng,8276124132,89.08,7.0,,,,4.0,3.0,Tây Bắc,Đông Nam,2025-07-11T23:04:32.081000,20.984482,105.786784,False
Nhà Trung tâm Bà Rịa - Vũng Tàu,Coverage row generated from market priors and Hugging Face schema.,Nhà,Bà Rịa - Vũng Tàu,Trung tâm,,,,2717360620,43.03,2.0,,,,6.0,2.0,,,,10.563461,107.258678,True
Đất Trung tâm Vĩnh Phúc,Coverage row generated from market priors and Hugging Face schema.,Đất,Vĩnh Phúc,Trung tâm,,,,1956256332,60.0,0.0,,,,0.0,0.0,,,,21.310874,105.625344,True
Đất Nha Trang Khánh Hòa,Coverage row generated from market priors and Hugging Face schema.,Đất,Khánh Hòa,Nha Trang,,,,7760943298,119.31,0.0,,,,0.0,0.0,,,,12.2316,109.194983,True
Căn hộ chung cư Trung tâm Nam Định,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Nam Định,Trung tâm,,,,1187578885,60.0,4.0,,,,4.0,3.0,,,,20.448281,106.165382,True
Biệt thự/Nhà liền kề Trung tâm Cao Bằng,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Cao Bằng,Trung tâm,,,,1350849604,64.23,1.0,,,,1.0,3.0,,,,22.680804,106.276588,True
Đất Trung tâm Lâm Đồng,Coverage row generated from market priors and Hugging Face schema.,Đất,Lâm Đồng,Trung tâm,,,,2423619978,77.76,0.0,,,,0.0,0.0,,,,11.950154,108.437628,True
Dòng tiền khủng khiếp vị trí siêu trung tâm - Ngã Tư Sở - ngõ thông mặt tiền 8m - Đống Đa,"Căn nhà này không đơn thuần là một căn nhà, mà là một loại tài sản cung cấp cho khách hàng dòng tiền lớn mạnh! Trong phân khúc trên 40 tỷ đồng nhưng tài sản có vị trí vừa đẹp vừa đem lại dòng tiền khủng khiếp thì rất ít -Tổng thể căn nhà có tới 36 phòng khép kín cho thuê ở khu vực đông dân nhất Thủ Đô! Cụ thể: Thiết Kế: + Tầng 1: để xe, kd + Tầng 2: 5 phòng khép kín + Tầng 3,4,5: mỗi tầng 6 phòng khép kín + Tầng 6,7: mỗi tầng 5 phòng khép kín + Tầng 8: 3 phòng khép kín Nhà được trang bị đầy đủ trang thiết bị phòng cháy, chữa cháy, PCCC đầy đủ có thang máy! Căn nhà hiện đã chuẩn bị sẵn sàng để cận hành, chỉ chờ khách mua và nằm im hái tiền! ***Anh chị có quan tâm vui lòng liên hệ em Hưởng sẽ tư vấn chi tiết và dẫn anh chị đi xem nhà 24/7",Nhà,Hà Nội,Đống Đa,Khương Thượng,Trường Chinh,,24609809047,101.81,8.0,8.0,,3.0,30.0,3.0,,,2025-10-21T08:35:36.940000,21.006694,105.816239,False
Đất thổ cư mặt tiền Nguyễn Bình - SD 300m2 - 10 tỷ - ngang 8 mét,"Bán đất mặt tiền Nguyễn Bình - Nhơn Đức. Diện tích sử dụng 300m2 (sau khi trừ lộ giới còn 168m2 trên sổ). Ngang 8m dài 24m. Hiện trạng đang có 9 căn nhà trọ trên đất, gần 3 trường đại học, thích hợp đầu tư, xây dựng CHDV, mặt bằng kinh doanh. --------------- Khu vực sầm uất, cách trường đại học 2km. Hướng đi chính của dòng xe chạy qua Cần Giờ khi cầu hoàn thành. Di chuyển đi Lê Văn Lương, Đào Sư Tích, Phạm Hùng, Nguyễn Hữu Thọ, Huỳnh Tấn Phát, Nguyễn Văn Tạo thuận tiện. Sổ hồng riêng công chứng ngay. Xin cảm ơn mọi người đã xem tin.",Đất,Hồ Chí Minh,Nhà Bè,Nhơn Đức,Nguyễn Bình,,22287914080,166.51,0.0,8.0,,60.0,0.0,0.0,,,2025-10-30T09:49:30.683000,10.788572,106.702335,False
Nhà Trung tâm Bình Phước,Coverage row generated from market priors and Hugging Face schema.,Nhà,Bình Phước,Trung tâm,,,,1205744197,45.71,1.0,,,,2.0,4.0,,,,11.734618,106.727064,True
"Giỏ hàng cắt lỗ THE MAISON giá tốt nhất 1PN + 46m2 giá 1.36tỷ, 2PN 70m2 1.95tỷ Xem Nhà 24/07","Cam kết giá tốt nhất thị trường suất nội bộ của CĐT liên hệ: [phone_number] + 1PN + 1 diện tích 46m2 giá 1,36 tỷ (cam kết rẻ nhất thị trường). + Thiết kế 2PN 2WC diện tích 70m2 giá 1.950 tỷ (cam kết rẻ nhất thị trường). + Tầng đẹp view đẹp nhìn trọn sông SG. + Bàn giao hoàn thiện cơ bản. + Có thể thanh toán 1 lần 95% hoặc chọn vay ngân hàng. + Trả trước 30% còn lại ngân hàng hỗ trợ vay. + Nhận nhà ở ngay tháng trong tháng. + Giá tốt hơn thị trường 200 - 300 triệu. Liên hệ ngay với Mr Toàn: [phone_number] để xem nhà và chốt cọc.",Căn hộ chung cư,Bình Dương,Thủ Dầu Một,Phú Thọ,D4,The Maison,2339641004,73.36,7.0,,,,2.0,2.0,Đông Nam,Đông Nam,2026-02-08T03:20:53.258000,10.993381,106.639647,False
Shophouse Trung tâm Kon Tum,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Kon Tum,Trung tâm,,,,3349565773,118.21,5.0,,,,5.0,1.0,,,,14.374632,108.011154,True
"Bán gấp căn hộ chung cư Kingdom 101. 102m2,3PN 10 tỷ-71m2,2pn:giá:6.8 tỷ. Thái. View đẹp","Bán gấp căn hộ chung cư Kingdom 101, Quận 10. 102m2, 3pn. Giá: 10 tỷ. 71m2, 2pn. giá 6.8 tỷ - Tiện ích đầy đủ: Có hồ bơi, siêu thị, nhà trẻ, gym, spa, cfe, khuôn viên đi dạo... Khu dân cư cao cấp, an ninh tuyệt đối 24/24... Thuận tiện di chuyển vào trung tâm thành phố.... Liên hệ: Thái. View đẹp. Lầu cao.",Căn hộ chung cư,Hồ Chí Minh,10,14,Tô Hiến Thành,Kingdom 101,11215510944,103.6,7.0,,,,3.0,1.0,,,2026-01-01T16:25:55.547000,10.785862,106.672457,False
Shophouse Trung tâm Hưng Yên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Hưng Yên,Trung tâm,,,,7597617956,126.36,1.0,,,,6.0,3.0,,,,20.672511,106.045001,True
"Alo alo ! đất đẹp cần bán gấp tân thạnh đông, củ chi, shr","Full thổ cư Mặt tiền đường nhựa Dân cư ở kín Bạn đang tìm một lô đất đẹp giá tốt pháp lý sạch để an cư hoặc đầu tư sinh lời? Đừng bỏ qua lô đất HOT này! Thông tin chi tiết: Diện tích: 5 x 21,5 = 108m² (FULL thổ cư) Đường trước đất: Đường nhựa sạch sẽ, xe hơi tránh nhau Kết nối giao thông cực thuận tiện: Đường thông thẳng Lê Thị Bay Kết nối nhanh Tỉnh Lộ 15 Khu dân cư hiện hữu, xung quanh nhà lầu xây dựng mới, an ninh tốt Không vướng quy hoạch, sổ sách rõ ràng, xây dựng tự do Giá chỉ: 1 tỷ 850 triệu Còn thương lượng mạnh cho khách thiện chí Tiện ích xung quanh: Gần chợ, trường học, UBND xã Khu vực đông dân, dễ kinh doanh mở tiệm xây nhà cho thuê Hạ tầng hoàn thiện, đường sá rộng rãi thông thoáng Lô đất phù hợp: Xây nhà ở Đầu tư giữ tiền sinh lời Xây trọ hoặc nhà cho thuê Liên hệ ngay để xem đất thực tế và chốt giá đẹp nhất!",Đất,Hồ Chí Minh,Củ Chi,Tân Thạnh Đông,Lê Thị Bay,,11549462500,107.0,0.0,6.0,,,0.0,0.0,,,2025-11-19T16:22:20.290000,10.779562,106.706295,False
